createdDate,name,playerClass
2016-09-04 07:50:34.469,Druid Tokens,Druid
2016-09-04 13:21:35.107,"Midrange dragon paladin, s30",Paladin
2016-09-04 19:04:59.228,My  Legend thief rogue,Rogue
2016-09-04 21:02:01.811,Drougan (Dragon Rogue),Rogue
2016-09-04 21:08:07.961,alan ksiadz,Priest
2016-09-05 00:05:22.556,Control Druid Sida,Druid
2016-09-05 00:12:31.236,Face Huntard in Standard LUL,Hunter
2016-09-05 00:30:34.331,N'Zoth Druid,Druid
2016-09-05 01:51:47.385,DragonMage,Mage
2016-09-05 01:54:19.914,Dragon Yogg,Mage
2016-09-05 13:02:09.970,Renzothh,Warlock
2016-09-05 13:02:26.641,habuRenzoth,Warlock
2016-09-05 15:42:28.925,gyrwgjk thqawhkfriuwhtjgn,Warlock
2016-09-05 18:13:39.169,cthun warrior nobiles,Warrior
2016-09-05 18:53:24.368,-gfdtynju bgj,Druid
2016-09-05 19:00:45.603,mago barato para f,Mage
2016-09-05 20:13:54.933,Control mage-ss27,Mage
2016-09-05 22:32:59.182,Overstat Warlock,Warlock
2016-09-05 22:59:28.236,El Luka es pete y se la come.,Hunter
2016-09-06 00:09:33.807,Moonkin Druid,Druid
2016-09-06 00:13:17.617,S&D,Rogue
2016-09-06 02:36:30.988,Dragon Midrange Battlecry Mage,Mage
2016-09-06 04:49:22.953,Dragon paladin drim,Paladin
2016-09-06 05:08:34.627,tempo durgan,Paladin
2016-09-06 05:26:38.094,drim token paladin,Paladin
2016-09-06 05:52:13.344,Beast Druid Salmon,Druid
2016-09-06 06:23:53.234,ControlMag,Mage
2016-09-06 19:18:44.479,Aggro Shaman (Kurama),Shaman
2016-09-06 19:49:00.775,N'zoth Reno Hunter,Hunter
2016-09-06 20:06:46.266,Shadow Priest Izi,Priest
2016-09-06 21:27:49.194,Deathrattle N'zoth Pal,Paladin
2016-09-06 22:04:58.328,metasnap aggro,Shaman
2016-09-06 23:16:34.149,Leeroy OTK,Shaman
2016-09-07 01:17:02.150,SacerDragonResurrecion,Priest
2016-09-07 01:18:07.259,BRrRrrrRRrrrRRrr,Mage
2016-09-07 04:39:38.320,Darkspeaker Shaman,Shaman
2016-09-07 04:57:02.007,Greedy Dragon Priest,Priest
2016-09-07 11:39:51.690,Gaara Druid 7-9-2016,Druid
2016-09-07 12:25:38.770,Discolock,Warlock
2016-09-07 12:25:52.868,Rye Discolock,Warlock
2016-09-07 17:21:20.124,Rush BUFFs,Priest
2016-09-07 18:31:45.657,gyrwgjk thqawhkfriuwhtjgngf,Paladin
2016-09-07 21:44:59.400,Zoologico-loco,Warlock
2016-09-07 23:11:59.921,XDD,Hunter
2016-09-07 23:19:05.321,Challenger Dragon,Paladin
2016-09-08 02:46:52.854,YOGGDOTE,Priest
2016-09-08 03:06:46.142,Dupe Mage,Mage
2016-09-08 04:38:06.588,anosons,Shaman
2016-09-08 05:24:30.021,El curador dragones,Paladin
2016-09-08 08:18:13.439,OTK/Resurrect Priest,Priest
2016-09-08 09:00:28.034,FireTiger's C'thun Priest,Priest
2016-09-08 10:33:43.262,FireTiger's ZooLock,Warlock
2016-09-08 11:58:59.798,Bonnie & Cylde,Rogue
2016-09-08 12:02:37.920,Thrillin',Rogue
2016-09-08 12:04:19.432,Rattled Jimmies,Rogue
2016-09-08 12:05:51.233,Rollercoaster,Rogue
2016-09-08 12:07:20.584,Lara Croft,Rogue
2016-09-08 12:08:49.486,Yhorm the Giant,Rogue
2016-09-08 17:32:24.026,Mid Shaman Luka puto,Shaman
2016-09-08 18:38:52.934,Dragon Paladin ONIK,Paladin
2016-09-08 19:05:33.070,kaaaaaaaaaaaaaaaaa7,Warlock
2016-09-08 19:24:59.214,Gaara's Burgle Rogue,Rogue
2016-09-08 19:55:13.671,Hybrid Hunterr,Hunter
2016-09-08 20:46:05.955,OTK Priest(Charge) by GMO,Priest
2016-09-08 22:55:50.242,Tempo Rogue Standard,Rogue
2016-09-08 23:13:22.516,Dragon Paladin Standard,Paladin
2016-09-09 12:28:10.296,Kibler Paladin Dragon,Paladin
2016-09-09 13:50:30.481,YoggN'Zoth control,Priest
2016-09-09 15:38:31.029,Sasserdote Corintiano 0.1,Priest
2016-09-09 16:26:29.047,28 one mana cards meme,Paladin
2016-09-09 16:40:21.724,Priest Scorpio,Priest
2016-09-09 18:13:02.349,lol\;$$$$$$$$$$$$$gdg,Paladin
2016-09-09 18:20:53.495,"Ouch, That Hurt",Warrior
2016-09-09 19:17:10.459,Speed control,Rogue
2016-09-09 20:41:22.208,Tempo-Ragnaros,Mage
2016-09-10 00:30:01.912,Control Yogg Priest,Priest
2016-09-10 03:10:15.025,"N,Zoth, RenoHunt",Hunter
2016-09-10 17:02:47.299,Discard Lock v.1.0,Warlock
2016-09-10 17:14:47.178,One Night in Karazhan Tempo Mage,Mage
2016-09-10 21:38:17.775,Control N'Zoth Shaman,Shaman
2016-09-10 23:45:29.598,A Special To Lichidna,Shaman
2016-09-11 01:30:42.965,Holy Wrath Pala,Paladin
2016-09-11 01:42:12.714,Chaman Pelotudo,Shaman
2016-09-11 04:15:11.213,i have a big dck,Mage
2016-09-11 09:40:59.097,Shaman (Midrange.ver),Shaman
2016-09-11 09:50:30.265,Hunter (Hyena.ver),Hunter
2016-09-11 09:57:52.351,Hunter (Midrange.ver),Hunter
2016-09-11 10:02:38.512,Shaman (Totem.ver),Shaman
2016-09-11 10:14:00.031,Mage(Tempo.ver),Mage
2016-09-11 10:17:37.537,Warlock (Zoo.ver),Warlock
2016-09-11 10:23:10.084,Rogue (Mircle.ver),Rogue
2016-09-11 10:27:31.238,Warlock (Handless.ver),Warlock
2016-09-11 20:40:22.968,Akinari's Warlock,Warlock
2016-09-11 22:54:19.285,Legend-pally,Paladin
2016-09-12 00:14:09.558,SecretDragon,Mage
2016-09-12 00:15:26.151,SecretDragonMage season 30,Mage
2016-09-12 03:34:35.476,Reynad's Shadow Rogue - Sep 12 2016,Rogue
2016-09-12 05:25:39.761,Steal-yo'-deck Priest,Priest
2016-09-12 05:48:18.122,Trollock,Warlock
2016-09-12 12:48:22.879,Medivh control,Mage
2016-09-12 13:21:48.169,Standart Murloc Paladin,Paladin
2016-09-12 14:46:18.320,Warrior C'thun Rank 25 - 5,Warrior
2016-09-12 14:50:12.056,VERY basic evolve,Shaman
2016-09-12 21:28:56.731,Budgety Murlocadin,Paladin
2016-09-12 22:21:12.600,Barnes anduin,Priest
2016-09-12 22:22:04.707,Barnesanduim12345,Priest
2016-09-12 22:27:24.486,Totenshaman12345,Shaman
2016-09-12 22:36:07.628,MIracol12345,Rogue
2016-09-12 22:42:46.807,Contorupaladin12345,Paladin
2016-09-12 22:50:36.520,Dragonwario12345,Warrior
2016-09-12 22:58:09.652,Secthunter12345,Hunter
2016-09-12 23:03:19.239,Maligosdruid12345,Druid
2016-09-12 23:25:15.084,Renouncelock12345,Warlock
2016-09-12 23:33:43.522,Secretmage12345,Mage
2016-09-13 01:08:15.757,C'thun Warlock,Warlock
2016-09-13 09:58:39.997,Rogue Nzot/burgle/reno,Rogue
2016-09-13 14:36:56.933,Blackrock Sentinel,Paladin
2016-09-13 16:41:14.218,Dragón mIdrange 2.0,Paladin
2016-09-13 18:00:03.223,Karazan Zooloc,Warlock
2016-09-13 18:07:04.339,Gaara Dragon Warrior 13-9-16,Warrior
2016-09-13 18:21:29.966,DRAGONZOOPREST,Priest
2016-09-13 18:33:56.112,ROUBAR,Rogue
2016-09-13 18:34:16.531,ROUBARLADIN,Rogue
2016-09-13 20:48:18.910,Gaara Shaman 13-9-16,Shaman
2016-09-13 20:53:25.849,Gaara Mur'gon Shaman 13-9-16,Paladin
2016-09-13 21:34:02.965,GaaRamp by Gaara,Druid
2016-09-13 23:35:18.849,renomage lategame,Mage
2016-09-14 14:12:50.552,josuel's reno mage,Mage
2016-09-14 18:33:57.254,Budget C'Thun Druid,Druid
2016-09-14 23:51:23.528,Shadow Res,Priest
2016-09-15 00:04:57.901,DRAGONZOOO!!!!!!,Priest
2016-09-15 00:06:09.677,dragonzoo,Priest
2016-09-15 00:06:28.173,dragonzoo12345,Priest
2016-09-15 03:01:40.772,Control Malchezaar,Warrior
2016-09-15 04:24:07.046,Tempo Mage w/ Medivh,Mage
2016-09-15 12:23:52.615,Yogg Mage 420,Mage
2016-09-15 21:31:10.951,N'Zwin Pally,Paladin
2016-09-15 21:38:12.027,SUPA HUNTER,Hunter
2016-09-16 02:10:49.637,yogg tokens,Druid
2016-09-16 02:47:28.746,Concede Paladin,Paladin
2016-09-16 08:13:18.783,Lock and Dream,Hunter
2016-09-16 08:13:42.794,Lock and Dream Control hunter,Hunter
2016-09-16 17:33:36.800,Fat Paki Schedule,Rogue
2016-09-16 17:44:22.159,no Burgle Thief Rogue,Rogue
2016-09-16 17:44:57.020,Thief Rogue w/o burgle,Rogue
2016-09-16 18:45:25.318,DemonLocke,Warlock
2016-09-16 22:05:17.174,reno renouncing malygos,Warlock
2016-09-16 22:06:51.266,the darkest malygos,Warlock
2016-09-16 22:07:11.467,darkest malygos,Warlock
2016-09-16 22:07:19.995,darkest-malygos,Warlock
2016-09-16 22:07:30.316,125373895,Warlock
2016-09-17 02:05:52.503,Dragonlock Malygos,Warlock
2016-09-17 02:39:44.913,Tuaunt Druid,Druid
2016-09-17 07:26:15.890,ASddzxc,Hunter
2016-09-17 07:39:46.852,Mid hunter wild bu PL,Hunter
2016-09-17 07:58:34.987,C'thun Druid by sfyklem,Druid
2016-09-17 09:47:24.058,Control Warrior 9/17,Warrior
2016-09-17 14:39:10.813,ADevolve,Shaman
2016-09-17 14:40:53.640,Mid Range Hunter Secret,Hunter
2016-09-17 16:59:38.934,Maly Freeze Mage qelimm,Mage
2016-09-17 17:31:24.273,Barnes Hunter by Gaara,Hunter
2016-09-17 19:03:48.457,beast dragon warlock,Warlock
2016-09-17 19:41:11.870,Yogg Reno Mage,Mage
2016-09-17 21:20:33.704,Spell Shaman by rsmith524,Shaman
2016-09-17 21:39:58.800,Spell Shaman (S) by rsmith524,Shaman
2016-09-17 21:40:15.858,Spell Shaman by rsmith524 (s),Shaman
2016-09-17 21:55:20.362,Hope End,Mage
2016-09-17 23:16:54.142,Curator Hunter by rsmith524,Hunter
2016-09-18 15:23:50.007,N'Zoth Control Warrior (Kara updated) by Gaara,Warrior
2016-09-18 16:08:04.396,Dalektable C'thun Warrior,Warrior
2016-09-18 16:10:16.999,Dalektable Tempo Warrior,Warrior
2016-09-18 16:58:49.811,Control Shaman // BLue,Shaman
2016-09-18 17:05:37.648,BritishBoy25's Deathrattle Hunter,Hunter
2016-09-18 17:31:32.672,Barnes Hunter 1.0,Hunter
2016-09-18 18:11:34.528,Double Mind (Control),Priest
2016-09-19 01:25:41.667,C'thun battlecry,Shaman
2016-09-19 03:27:18.530,Scummucs Reno Rogue,Rogue
2016-09-19 18:07:57.396,Millhouse,Rogue
2016-09-19 20:47:26.203,"Barnes Bronzebeard, Hope this ends.",Rogue
2016-09-19 21:23:19.412,RRRRRogue,Rogue
2016-09-19 21:24:06.154,RRRRRogue 2,Rogue
2016-09-19 23:06:59.343,All-Out War!,Warrior
2016-09-20 01:45:51.820,Burgle,Rogue
2016-09-20 12:02:53.923,123456789,Warrior
2016-09-20 15:05:22.732,Midrage,Hunter
2016-09-20 21:19:11.130,Mid controlsham,Shaman
2016-09-20 22:44:02.491,Standard: Yogg's for reynad :D,Druid
2016-09-20 22:51:02.516,Standard: Yogg's for reynad,Hunter
2016-09-20 22:57:25.682,Standard: Cast and Yogg,Mage
2016-09-20 23:05:49.499,"Shhh, its a secret Yogg",Paladin
2016-09-20 23:13:27.923,The Dark Side of Yogg!,Priest
2016-09-20 23:18:29.085,Reynad Rogue: Yogg,Rogue
2016-09-20 23:24:18.264,Burning Yogg :DSK,Shaman
2016-09-20 23:30:32.913,"I Renounce Thee, Yogg-Sara",Warlock
2016-09-20 23:38:18.638,Draw em' and Yogg em',Warrior
2016-09-21 00:04:49.048,control spell priest,Priest
2016-09-21 00:26:27.117,Dragon/Beast,Druid
2016-09-21 01:45:05.260,Beaster Aggro Shaman,Shaman
2016-09-21 08:02:18.758,[Wild] Priest N'Zoth Control,Priest
2016-09-21 08:30:50.737,Standard Priest Resurrect Barnes,Priest
2016-09-21 08:50:02.006,stealth beast,Druid
2016-09-21 15:28:10.417,GaaRamp 21.09.2016,Druid
2016-09-21 15:36:54.129,Shamcontrol,Shaman
2016-09-21 16:06:59.122,N'zoth Warlock?,Warlock
2016-09-21 20:27:52.461,OTK Leeroy Shaman,Shaman
2016-09-21 22:42:00.680,Christmaslock,Warlock
2016-09-22 01:15:29.311,control dragon with prince,Warrior
2016-09-22 01:50:33.940,Burn Mage,Mage
2016-09-22 02:07:00.135,n'zoth burgle rogue,Rogue
2016-09-22 02:09:07.149,Midrange shamanz,Shaman
2016-09-22 02:09:13.320,Midrange shamanzdw,Shaman
2016-09-22 02:14:21.388,beast druid (rag),Druid
2016-09-22 02:18:07.286,tempo c'thun mage w/ rag,Mage
2016-09-22 09:20:42.173,A Murder of Murlocs,Paladin
2016-09-22 09:47:48.452,A Broken Brewery,Warrior
2016-09-22 09:48:36.937,Busted Brewery,Warrior
2016-09-22 11:06:35.514,Use once and destroy,Rogue
2016-09-22 16:55:19.858,Shatter Mage,Mage
2016-09-22 18:55:38.489,Secretmage v1.0,Mage
2016-09-22 20:13:00.563,(*%@)(^*%)@^)^_@^()^@(_^*@)(^fff,Warrior
2016-09-22 20:19:47.009,(*%@)(^*%)@^)^_@^()^@(_^*@)(^fffgfs,Warrior
2016-09-22 21:04:46.128,First C'thun control,Warrior
2016-09-22 22:49:23.837,Gaara Midrange Hunter,Hunter
2016-09-22 22:58:41.965,Mid-Range OTK,Shaman
2016-09-22 23:16:28.519,Budget Midrange Hunter (Spanish),Hunter
2016-09-23 10:57:22.537,Lkry Top-10 EU Fatigue,Warrior
2016-09-23 12:23:25.197,TempoMage by Alteex,Mage
2016-09-23 19:02:08.481,Y'shaarj hunt,Hunter
2016-09-24 00:09:25.369,Shadowcaster (unoriginal),Rogue
2016-09-24 01:31:11.151,Giant Yogg Patrons,Warrior
2016-09-24 01:35:29.579,Red Eyes Black(wing) Dragon Pala.,Paladin
2016-09-24 07:37:24.627,draygons,Priest
2016-09-24 11:55:23.218,[WP] Token Druid,Druid
2016-09-24 11:58:08.582,[WF] C'Thun Druid,Druid
2016-09-24 12:01:05.621,[WP] Mid-Range Hunter,Hunter
2016-09-24 12:03:52.943,[WP] Hybrid Hunter,Hunter
2016-09-24 12:06:58.620,[WP] Tempo Mage,Mage
2016-09-24 12:09:36.363,[WP] Freeze Mage,Mage
2016-09-24 12:18:06.011,[WP] Control Paladin,Paladin
2016-09-24 12:20:38.349,Nick's ??? Deck,Druid
2016-09-24 12:23:32.895,[WP] Aggro Paladin,Paladin
2016-09-24 12:30:24.915,[WP] C'Thun Priest,Priest
2016-09-24 12:35:18.567,[WP] Dragon Priest,Priest
2016-09-24 12:38:28.816,[WP] Miracle Rogue,Rogue
2016-09-24 12:41:57.958,[WP] Tempo Rogue,Rogue
2016-09-24 12:45:07.990,[WP] Aggro Shaman,Shaman
2016-09-24 12:57:08.524,[WP] Mid-Range Shaman,Shaman
2016-09-24 12:59:26.509,[WP] Zoo Warlock,Warlock
2016-09-24 13:05:38.149,[WP] Dragon Warlock,Warlock
2016-09-24 13:08:38.503,[WP] Dragon Warrior,Warrior
2016-09-24 13:13:09.864,[WP] Control Warrior,Warrior
2016-09-24 18:28:29.796,yogg -shaarj,Druid
2016-09-24 22:46:36.015,Moneyshot,Mage
2016-09-24 23:04:28.340,Maximal's Dragon Handlock,Warlock
2016-09-25 06:04:28.565,stealth beast 2,Druid
2016-09-25 06:37:04.048,[Standard] Midrange Shaman,Shaman
2016-09-25 09:25:02.243,+104 Warrior,Warrior
2016-09-25 11:51:16.640,Budget Miracle,Rogue
2016-09-25 13:58:39.002,The Three Musketeers,Warrior
2016-09-25 17:05:19.871,Gadgetzan Priest,Priest
2016-09-25 17:59:34.723,Stable portal,Hunter
2016-09-25 18:04:05.349,Aggro Shaman (No Adventure),Shaman
2016-09-25 20:49:59.268,Secret Deck Priest,Priest
2016-09-26 04:05:52.482,Blood Warrior Umke,Warrior
2016-09-26 15:58:23.082,OTK Control Worgen,Warrior
2016-09-26 16:29:27.865,Velen Combo Priest,Priest
2016-09-26 17:45:01.772,strifcro deck??,Shaman
2016-09-26 22:01:35.154,Janky Mill Shamalamadingdong (Standard),Shaman
2016-09-27 01:29:32.646,Mao's Standard Reno C'thun Rogue,Rogue
2016-09-27 03:51:25.962,Dragon Warrior w/ The Curator,Warrior
2016-09-27 14:04:35.892,Wild Freeze Mage 9/27,Mage
2016-09-27 17:53:43.273,stealth beast 3,Druid
2016-09-27 21:20:55.721,Loöœº,Paladin
2016-09-28 01:16:06.824,No Karazhan Aggro Shaman,Shaman
2016-09-28 01:39:54.925,Mid-range Paladin- Wild,Paladin
2016-09-28 08:07:14.754,True Resurrect Priest,Priest
2016-09-28 14:47:42.485,Wallet Control N'Zoth Paladin,Paladin
2016-09-28 15:18:51.282,Aggro Control Midrange N'Zoth,Hunter
2016-09-28 17:50:26.325,Dinu's Priest deck,Priest
2016-09-29 00:31:30.203,ZooCircus (Warlock),Warlock
2016-09-29 01:11:31.800,Dragon Crusader,Paladin
2016-09-29 01:48:12.035,Totem2Totem,Shaman
2016-09-29 01:55:37.875,Anomaly burn mage,Mage
2016-09-29 15:14:47.573,The Ultimate N'zoth Dragon Priest,Priest
2016-09-29 18:14:34.593,#$%@@%@%TWT%^@$^GWWG@$,Hunter
2016-09-29 18:59:56.616,$@%()@%(%_)@(@%tt,Druid
2016-09-29 19:07:49.780,RenoLockMedivh,Warlock
2016-09-29 19:12:41.201,Mid-range Druid1,Druid
2016-09-29 19:16:16.211,Control-Mage1,Mage
2016-09-29 19:51:19.830,stealth beast 4,Druid
2016-09-30 05:01:29.311,Aggro Dragon,Priest
2016-09-30 11:25:44.512,Potato Brew,Paladin
2016-09-30 12:47:23.217,Inspire Inferno,Warlock
2016-09-30 12:51:30.741,Curator Rogue,Rogue
2016-09-30 13:04:23.026,OTK Warrior,Warrior
2016-09-30 13:07:54.642,Midrange Hunter Deck,Hunter
2016-09-30 21:45:18.227,Reno'Zoth + Yogg Druid,Druid
2016-10-01 02:15:28.766,Wild Freeze Mage v 2.0,Mage
2016-10-01 16:13:36.081,The Wall,Warrior
2016-10-01 20:52:17.379,Murloc Praladin,Paladin
2016-10-02 07:55:24.563,Velen OTK,Priest
2016-10-02 08:13:19.696,Control Dragon War,Warrior
2016-10-02 08:22:10.428,Reno Add Rogue,Rogue
2016-10-02 11:33:09.785,Wild Hybrid Hunter,Hunter
2016-10-02 13:00:57.468,Aggro Shaman (pre yogg nerf ),Shaman
2016-10-02 13:35:17.748,Conceal Rogue,Rogue
2016-10-02 18:18:15.215,N'zot Control Warrior,Warrior
2016-10-02 22:57:58.911,Tempo Midrange Dragon Warrior,Warrior
2016-10-03 08:40:04.670,1/1 Paladin,Paladin
2016-10-03 08:44:49.428,1/1's in Paladin are indestructable,Paladin
2016-10-03 08:52:03.818,Freeze Mage= In control,Mage
2016-10-03 12:11:36.601,Overload Shaman Mid Range TGT & TOG,Shaman
2016-10-03 12:40:14.380,Murloc C'thun Paladyn,Paladin
2016-10-03 12:59:14.334,RAMP ECHO DRAGON DRUID,Druid
2016-10-03 23:56:36.106,Malygos Hunter =damage,Hunter
2016-10-04 05:56:26.332,Phatic Warrior,Warrior
2016-10-04 14:08:02.105,Renolock by mz,Warlock
2016-10-04 15:27:25.416,Beast Druid 1.0 (DarkLynx),Druid
2016-10-04 17:44:18.866,d123543,Mage
2016-10-04 17:44:38.586,d123543trheerh,Mage
2016-10-05 01:14:02.539,i hear shaman is nerfed >....<,Shaman
2016-10-05 04:13:34.313,Secret Yogg Hunter,Hunter
2016-10-05 10:13:49.400,Classic Miracle,Rogue
2016-10-05 11:35:23.109,Barnes+YShaarj+Malygos=Caboom,Hunter
2016-10-05 12:07:06.012,Malygos,Rogue
2016-10-05 15:10:56.742,loooooooooooooool%@W%@@#^@^,Rogue
2016-10-05 16:28:02.304,Secret Paladin 2.0,Paladin
2016-10-05 21:01:52.356,N'zoth control hunter,Hunter
2016-10-06 00:47:47.109,N'Zoth's 7 Secrets,Paladin
2016-10-06 03:12:45.119,my beast druid,Druid
2016-10-06 13:59:20.903,OTK Miracle Malygos,Druid
2016-10-06 15:07:03.027,RagControl Priest,Priest
2016-10-06 15:14:00.977,JorgW,Mage
2016-10-06 16:58:32.626,freeze reno mage,Mage
2016-10-06 18:44:35.123,Mid-range Secret w/Curator,Paladin
2016-10-06 20:27:03.186,Dragon CryPriest,Priest
2016-10-06 21:46:30.360,Patron Warrior/Nzoth,Warrior
2016-10-06 22:05:45.503,N'Zoth Midrange Paladin,Paladin
2016-10-06 23:29:25.874,Legendary Patron warrior wild,Warrior
2016-10-07 02:33:35.414,New Generation Dragon Warrior,Warrior
2016-10-07 08:50:09.110,Goochem's Murlocs & Dragons Paladin,Paladin
2016-10-07 17:09:05.282,No Doomhammer Aggro Shaman,Shaman
2016-10-07 19:22:40.117,Cthun Dammit,Mage
2016-10-07 22:48:51.584,Un especial para mí amigo,Paladin
2016-10-08 02:31:23.080,Trash Tier Draft Deck,Priest
2016-10-08 04:35:51.458,Freeze N'zoth Dragon Mage,Mage
2016-10-08 16:51:28.392,mein builden,Paladin
2016-10-08 19:51:02.404,Dragon mid-range shaman,Shaman
2016-10-08 22:40:08.485,N'zoth control mage,Mage
2016-10-09 01:06:15.901,Medivh-Resurrect Priest,Priest
2016-10-09 01:59:18.676,Purify resurect priest,Priest
2016-10-09 03:34:00.222,Staying Alive,Priest
2016-10-09 03:45:03.028,Yog-Saron,Mage
2016-10-09 03:46:18.939,Midrange Hunter-No LOE or Blackrock,Hunter
2016-10-09 03:52:46.921,Lord Jaraxxus zoo,Warlock
2016-10-09 11:23:20.783,Medivh Priest,Priest
2016-10-09 19:18:23.748,Aggro Warrior - rsmith524,Warrior
2016-10-09 19:45:53.767,Yolo ok  hunter,Hunter
2016-10-09 19:54:53.712,budget totem,Shaman
2016-10-09 19:59:45.544,basic tirion,Paladin
2016-10-09 20:05:41.765,wombo no late game,Rogue
2016-10-09 20:10:45.299,First warrior,Warrior
2016-10-09 20:29:47.789,cards needed,Hunter
2016-10-09 23:02:11.372,Budget Miracle Rogue,Rogue
2016-10-10 09:24:58.141,totem sham,Shaman
2016-10-10 10:04:17.224,Fat Stacks,Warlock
2016-10-11 02:16:40.329,Party Whales bulk warrior,Warrior
2016-10-11 03:30:28.743,Tom's Medivh's Valet Aggro Mage,Mage
2016-10-11 17:16:26.038,AOE N'Zoth Priest,Priest
2016-10-11 18:00:11.782,Mid-Face - Budget Shaman,Shaman
2016-10-11 19:25:08.343,"Reno, Yogg Warrior",Warrior
2016-10-12 03:17:21.044,Resurrection N'Zoth,Priest
2016-10-12 11:39:08.828,RenoNzothDragonLock,Warlock
2016-10-12 12:37:50.359,Testing Curator Priest,Priest
2016-10-12 16:52:50.686,Curator Druid Test,Druid
2016-10-12 16:55:07.825,Curator Control Warrior by Gaara,Warrior
2016-10-12 16:59:26.446,Curator Control Warrior Gaara,Warrior
2016-10-12 17:14:46.757,VLPS's Secret Hunter,Hunter
2016-10-12 17:17:34.342,DisCArD Zoo,Warlock
2016-10-12 17:19:38.216,Xixo's Hybrid (?) Shaman,Shaman
2016-10-12 23:53:02.600,pirate dragon,Warrior
2016-10-13 02:51:19.029,N'Zoth's Beasts,Hunter
2016-10-13 04:58:37.316,Standard Weenie Secret Pally,Paladin
2016-10-13 07:33:19.932,secret pally aggro,Paladin
2016-10-13 13:58:25.305,Face Pirate Warrior,Warrior
2016-10-13 14:21:33.204,Deathrattle-Demonlock,Warlock
2016-10-13 18:00:09.977,tempofsdffsadfs,Mage
2016-10-13 18:18:54.256,h u i,Mage
2016-10-13 21:09:50.394,Wild Giant Echo Mage,Mage
2016-10-13 21:52:47.174,??? Deck,Hunter
2016-10-14 08:12:38.848,Combo-Control-Shaman,Shaman
2016-10-14 09:50:20.663,Iiiiits nnzooot,Rogue
2016-10-14 13:11:10.186,Standard Control Priest,Priest
2016-10-14 18:24:12.068,flksdfksldf,Rogue
2016-10-14 20:30:11.050,palalal,Paladin
2016-10-14 20:46:05.597,warwara,Warrior
2016-10-14 20:55:07.821,drururu,Druid
2016-10-14 21:12:25.943,spell_fiesta,Rogue
2016-10-14 21:43:17.096,Instantly made for Zed,Druid
2016-10-15 01:31:08.405,Resurrect Ramshield Priest,Priest
2016-10-15 01:56:42.869,sdfsf,Priest
2016-10-15 02:15:53.080,Barnes N'zoth Mage (wild),Mage
2016-10-15 13:14:24.905,Vladisimir's Midrange Highlander,Warrior
2016-10-15 21:40:01.158,wish me luck,Hunter
2016-10-15 23:28:33.464,Token Test,Paladin
2016-10-15 23:32:57.149,N'Zoth Control Varient,Paladin
2016-10-16 13:28:22.486,face pirate deck,Rogue
2016-10-16 13:50:01.267,how many axes can you throw,Warrior
2016-10-16 14:00:59.696,cho'gall,Warlock
2016-10-16 14:12:20.933,djinni paladin,Paladin
2016-10-16 20:45:20.336,Dsrein,Shaman
2016-10-16 21:53:56.125,Volazj N'zoth Priest,Priest
2016-10-16 22:14:38.883,Malygos Druid / Faceless,Druid
2016-10-17 09:43:42.918,test decku pico,Hunter
2016-10-17 12:47:28.686,The Grand Curator,Priest
2016-10-17 13:02:30.714,Gaara Shaman 17-10-16,Shaman
2016-10-17 13:07:46.110,Protect The King,Warrior
2016-10-17 16:08:18.732,Mysterious Guardian,Paladin
2016-10-17 17:49:44.677,RenoHandlock,Warlock
2016-10-17 19:34:27.237,Xfyre's Legend Midrange Shaman,Shaman
2016-10-18 01:52:40.123,Deathrattle Mage,Mage
2016-10-18 07:13:31.461,A sad attempt at an anti-Shaman Zoo,Warlock
2016-10-18 07:36:51.935,Dragon-reno mage,Mage
2016-10-18 15:08:19.272,Open fire!,Hunter
2016-10-18 18:42:52.504,Reno C'thun N'zoth,Rogue
2016-10-18 20:45:53.003,DragonWIP,Paladin
2016-10-19 03:18:09.273,N'Zoth Contorl Hunter,Hunter
2016-10-19 04:03:48.097,FREEZER BURN,Mage
2016-10-19 04:36:36.523,Evolved Maly,Rogue
2016-10-19 05:23:01.661,Kühlschrank1,Mage
2016-10-19 07:32:52.872,Stall and rez,Priest
2016-10-19 08:39:41.603,dsada,Rogue
2016-10-19 09:21:51.123,Beast Secret Hunter,Hunter
2016-10-19 13:28:21.007,joska,Rogue
2016-10-19 13:37:21.747,Token dru,Druid
2016-10-19 18:40:57.782,Vladisimir's Reno Druid2,Druid
2016-10-19 21:02:26.190,Rez me plz,Priest
2016-10-19 21:32:41.370,Gaara's Dragon Priest  [19.10.2016],Priest
2016-10-19 22:19:21.886,N'Zoth Deck,Warlock
2016-10-20 00:01:58.438,bASICLE,Mage
2016-10-20 00:45:44.596,joijoj,Warlock
2016-10-20 00:46:21.136,bananovish,Warlock
2016-10-20 01:53:08.784,Shadow N'zoth,Priest
2016-10-20 08:04:35.412,Undying's Medivh Warrior,Warrior
2016-10-20 12:55:03.492,Gaara's Midrange Shaman,Shaman
2016-10-20 17:32:36.486,Champion Paladin,Paladin
2016-10-20 18:18:02.936,Draft,Druid
2016-10-20 19:03:03.849,Murloc Beast Dragon,Paladin
2016-10-21 12:25:09.104,reno mage sokoph,Mage
2016-10-21 12:33:42.098,malygos freeze w/ barnes,Mage
2016-10-21 13:37:20.374,Zoo Druid,Druid
2016-10-21 14:08:08.468,C'thun Traplord,Druid
2016-10-21 22:58:23.253,Pyro-Control Warrior,Warrior
2016-10-22 00:39:54.835,Good for aggros,Warrior
